date,state,district,pincode,age_0_5,age_5_17,age_18_greater,district_new
31-10-2025,west bengal,west midnapore,721232,2,1,0,
31-10-2025,west bengal,west midnapore,721424,1,0,0,
31-10-2025,manipur,imphal east,795005,0,0,1,
31-10-2025,meghalaya,east khasi hills,793008,0,1,1,
31-10-2025,meghalaya,east khasi hills,793022,1,1,0,
31-10-2025,meghalaya,east khasi hills,793108,0,5,0,
31-10-2025,meghalaya,east khasi hills,793110,1,5,15,
31-10-2025,meghalaya,jaintia hills,793150,1,0,0,
31-10-2025,meghalaya,north garo hills,794002,0,2,0,
31-10-2025,meghalaya,north garo hills,794108,1,2,0,
31-10-2025,meghalaya,south garo hills,794103,2,3,0,
31-10-2025,meghalaya,south west khasi hills,793114,6,8,0,
31-10-2025,meghalaya,west jaintia hills,793161,0,2,0,
31-10-2025,odisha,baleshwar,756029,1,0,0,
31-10-2025,odisha,baleswar,756001,2,0,0,
31-10-2025,odisha,baleswar,756002,3,0,0,
31-10-2025,odisha,baleswar,756058,1,0,0,
31-10-2025,andhra pradesh,adilabad,504251,0,1,0,
31-10-2025,andhra pradesh,cuddapah,516104,1,0,0,
31-10-2025,andhra pradesh,cuddapah,516108,1,0,0,
31-10-2025,andhra pradesh,cuddapah,516130,3,0,0,
31-10-2025,andhra pradesh,cuddapah,516227,1,1,0,
31-10-2025,andhra pradesh,cuddapah,516237,2,0,0,
31-10-2025,andhra pradesh,cuddapah,516247,2,0,0,
31-10-2025,andhra pradesh,cuddapah,516362,1,0,0,
31-10-2025,andhra pradesh,cuddapah,516380,2,0,0,
31-10-2025,andhra pradesh,hyderabad,500003,3,2,0,
31-10-2025,andhra pradesh,hyderabad,500006,2,0,0,
31-10-2025,andhra pradesh,hyderabad,500062,0,1,0,
31-10-2025,andhra pradesh,k.v.rangareddy,509335,0,2,0,
31-10-2025,andhra pradesh,karim nagar,505001,1,0,0,
31-10-2025,andhra pradesh,karimnagar,505327,1,0,0,
31-10-2025,andhra pradesh,karimnagar,505445,2,0,0,
31-10-2025,andhra pradesh,khammam,507117,0,1,0,
31-10-2025,andhra pradesh,khammam,507303,0,1,0,
31-10-2025,andhra pradesh,mahabub nagar,509129,2,1,0,
31-10-2025,andhra pradesh,mahabub nagar,509130,2,0,0,
31-10-2025,andhra pradesh,mahabub nagar,509207,1,0,0,
31-10-2025,andhra pradesh,mahabub nagar,509216,0,1,0,
31-10-2025,andhra pradesh,mahabub nagar,509336,1,0,0,
31-10-2025,andhra pradesh,mahabub nagar,509408,0,1,0,
31-10-2025,andhra pradesh,mahbubnagar,509132,2,0,0,
31-10-2025,andhra pradesh,mahbubnagar,509207,1,0,0,
31-10-2025,andhra pradesh,n. t. r,521227,1,0,0,
31-10-2025,andhra pradesh,nalgonda,508206,1,0,0,
31-10-2025,andhra pradesh,nalgonda,508233,1,0,0,
31-10-2025,andhra pradesh,nalgonda,508234,1,0,0,
31-10-2025,andhra pradesh,nalgonda,508248,1,0,0,
31-10-2025,andhra pradesh,nizamabad,503108,0,1,0,
31-10-2025,andhra pradesh,rangareddi,500035,0,1,0,
31-10-2025,andhra pradesh,rangareddi,500043,1,0,0,
31-10-2025,andhra pradesh,rangareddi,500055,1,0,0,
31-10-2025,andhra pradesh,rangareddi,500060,1,0,0,
31-10-2025,andhra pradesh,rangareddi,500070,1,0,0,
31-10-2025,andhra pradesh,rangareddi,500092,1,0,0,
31-10-2025,assam,karimganj,788156,1,0,0,
31-10-2025,assam,karimganj,788710,2,0,0,
31-10-2025,assam,karimganj,788720,7,0,0,
31-10-2025,assam,karimganj,788722,10,1,0,
31-10-2025,assam,karimganj,788781,2,1,0,
31-10-2025,bihar,east champaran,845301,0,5,0,
31-10-2025,bihar,east champaran,845302,0,6,0,
31-10-2025,bihar,east champaran,845304,5,5,0,
31-10-2025,bihar,east champaran,845401,11,11,0,
31-10-2025,bihar,east champaran,845415,2,3,0,
31-10-2025,bihar,east champaran,845427,1,3,0,
31-10-2025,bihar,east champaran,845429,0,3,0,
31-10-2025,bihar,east champaran,845430,1,0,0,
31-10-2025,bihar,east champaran,845434,1,2,0,
31-10-2025,bihar,east champaran,845440,4,4,0,
31-10-2025,bihar,west champaran,845107,1,2,0,
31-10-2025,bihar,west champaran,845450,0,12,0,
31-10-2025,bihar,west champaran,845451,4,5,1,
31-10-2025,bihar,west champaran,845452,5,7,0,
31-10-2025,bihar,west champaran,845454,5,21,0,
31-10-2025,chhattisgarh,baloda bazar,492112,2,0,0,
31-10-2025,chhattisgarh,baloda bazar,493118,16,1,0,
31-10-2025,chhattisgarh,baloda bazar,493196,1,0,0,
31-10-2025,chhattisgarh,baloda bazar,493332,1,0,0,
31-10-2025,chhattisgarh,baloda bazar,493559,1,0,0,
31-10-2025,chhattisgarh,khairagarh chhuikhadan gandai,491888,3,0,0,
31-10-2025,chhattisgarh,koriya,497335,2,5,0,
31-10-2025,chhattisgarh,koriya,497442,10,3,0,
31-10-2025,delhi,north east delhi,110090,1,0,0,
31-10-2025,delhi,north east delhi,110093,16,5,0,
31-10-2025,delhi,north west delhi,110035,11,0,0,
31-10-2025,delhi,north west delhi,110042,19,11,1,
31-10-2025,delhi,south west delhi,110037,13,6,0,
31-10-2025,delhi,south west delhi,110067,2,1,0,
31-10-2025,delhi,south west delhi,110070,7,0,0,
31-10-2025,delhi,south west delhi,110078,4,2,0,
01-11-2025,maharashtra,ahmadnagar,413702,1,0,0,
01-11-2025,maharashtra,ahmadnagar,413705,1,0,0,
01-11-2025,maharashtra,ahmadnagar,413715,1,0,0,
01-11-2025,maharashtra,ahmadnagar,414002,1,0,0,
01-11-2025,maharashtra,ahmadnagar,414301,1,0,0,
01-11-2025,maharashtra,ahmadnagar,423603,1,0,0,
01-11-2025,maharashtra,ahmadnagar,423607,1,0,0,
01-11-2025,maharashtra,aurangabad,431007,0,1,0,
01-11-2025,maharashtra,aurangabad,431101,2,1,0,
01-11-2025,maharashtra,aurangabad,431103,0,1,0,
01-11-2025,maharashtra,aurangabad,431112,1,1,0,
01-11-2025,maharashtra,bid,431517,1,0,0,
01-11-2025,manipur,imphal east,795116,0,1,0,
01-11-2025,meghalaya,east garo hills,794111,0,6,0,
01-11-2025,meghalaya,east khasi hills,793005,1,1,0,
01-11-2025,meghalaya,east khasi hills,793009,0,1,0,
01-11-2025,meghalaya,east khasi hills,793011,0,1,0,
01-11-2025,meghalaya,east khasi hills,793015,1,4,0,
01-11-2025,meghalaya,east khasi hills,793017,0,3,0,
01-11-2025,meghalaya,east khasi hills,793110,1,12,0,
01-11-2025,meghalaya,east khasi hills,793112,0,2,0,
01-11-2025,meghalaya,eastern west khasi hills,793120,0,7,0,
01-11-2025,meghalaya,north garo hills,794002,1,1,0,
01-11-2025,meghalaya,south garo hills,794005,1,4,0,
01-11-2025,meghalaya,south garo hills,794103,1,0,0,
01-11-2025,meghalaya,south garo hills,794114,0,1,0,
01-11-2025,meghalaya,west garo hills,794002,4,1,1,
01-11-2025,meghalaya,west garo hills,794103,2,2,0,
01-11-2025,meghalaya,west khasi hills,793119,3,25,1,
01-11-2025,meghalaya,west khasi hills,793120,0,2,0,
01-11-2025,odisha,baleshwar,756026,1,0,0,
01-11-2025,odisha,baleswar,756026,1,1,0,
01-11-2025,odisha,baleswar,756032,0,1,0,
01-11-2025,odisha,baleswar,756033,0,1,0,
01-11-2025,odisha,baleswar,756034,1,0,0,
01-11-2025,odisha,baleswar,756044,1,0,0,
01-11-2025,odisha,baleswar,756045,0,1,0,
01-11-2025,odisha,baleswar,756047,1,0,0,
01-11-2025,odisha,baleshwar,756060,1,0,0,
01-11-2025,odisha,subarnapur,767017,1,0,0,
01-11-2025,puducherry,pondicherry,605005,1,0,0,
01-11-2025,puducherry,pondicherry,605107,1,0,0,
01-11-2025,puducherry,pondicherry,607402,1,0,0,
01-11-2025,sikkim,east sikkim,737106,0,1,0,
01-11-2025,sikkim,east sikkim,737131,1,0,0,
01-11-2025,telangana,k.v. rangareddy,500019,1,1,0,
01-11-2025,telangana,k.v. rangareddy,500050,2,1,0,
01-11-2025,telangana,k.v. rangareddy,500068,1,1,0,
01-11-2025,telangana,k.v. rangareddy,500084,3,1,0,
01-11-2025,telangana,k.v. rangareddy,501144,1,0,0,
01-11-2025,telangana,k.v. rangareddy,501202,2,1,0,
01-11-2025,telangana,k.v. rangareddy,501218,2,0,0,
01-11-2025,uttar pradesh,allahabad,211007,1,0,0,
01-11-2025,uttar pradesh,allahabad,211008,1,1,0,
01-11-2025,uttar pradesh,allahabad,212109,1,1,0,
01-11-2025,uttar pradesh,allahabad,221502,0,1,0,
01-11-2025,uttar pradesh,allahabad,228411,0,1,0,
01-11-2025,uttar pradesh,allahabad,229413,1,0,0,
01-11-2025,andaman and nicobar islands,andamans,744107,1,0,0,
01-11-2025,andhra pradesh,adilabad,504001,2,0,0,
01-11-2025,andhra pradesh,adilabad,504109,1,0,0,
01-11-2025,andhra pradesh,adilabad,504308,1,0,0,
01-11-2025,andhra pradesh,cuddapah,516162,3,0,0,
01-11-2025,andhra pradesh,cuddapah,516237,1,0,0,
01-11-2025,andhra pradesh,cuddapah,516267,1,0,0,
01-11-2025,andhra pradesh,cuddapah,516484,1,0,0,
01-11-2025,andhra pradesh,hyderabad,500003,3,1,0,
01-11-2025,andhra pradesh,hyderabad,500010,1,0,0,
01-11-2025,andhra pradesh,hyderabad,500053,3,0,0,
01-11-2025,andhra pradesh,khammam,507158,1,1,0,
01-11-2025,andhra pradesh,mahabub nagar,509207,1,0,0,
01-11-2025,andhra pradesh,mahbubnagar,509102,1,0,0,
01-11-2025,andhra pradesh,n. t. r,521227,1,0,0,
01-11-2025,andhra pradesh,nalgonda,508126,1,0,0,
01-11-2025,andhra pradesh,nalgonda,508206,3,0,0,
01-11-2025,andhra pradesh,nalgonda,508207,1,0,0,
01-11-2025,andhra pradesh,nalgonda,508247,1,0,0,
01-11-2025,andhra pradesh,warangal,506101,0,1,0,
01-11-2025,bihar,east champaran,845413,0,1,0,
01-11-2025,bihar,east champaran,845415,0,2,0,
01-11-2025,bihar,east champaran,845440,0,2,0,
01-11-2025,bihar,west champaran,845101,2,7,0,
01-11-2025,bihar,west champaran,845404,0,4,0,
01-11-2025,chhattisgarh,kawardha,491995,5,0,0,
01-11-2025,delhi,north east delhi,110093,4,1,0,
01-11-2025,delhi,north east delhi,110094,15,5,0,
01-11-2025,delhi,north west delhi,110040,1,2,0,
01-11-2025,delhi,north west delhi,110086,10,5,2,
01-11-2025,delhi,north west delhi,110089,2,0,0,
01-11-2025,delhi,south west delhi,110010,1,0,0,
01-11-2025,delhi,south west delhi,110061,0,1,0,
01-11-2025,delhi,south west delhi,110064,1,0,0,
01-11-2025,gujarat,dohad,389151,1,0,0,
01-11-2025,haryana,gurgaon,122101,2,0,0,
01-11-2025,haryana,mewat,122103,2,0,0,
01-11-2025,haryana,mewat,122104,8,0,0,
01-11-2025,haryana,mewat,122105,1,0,0,
01-11-2025,jharkhand,purbi singhbhum,831001,0,1,0,
01-11-2025,karnataka,bangalore,560010,1,0,0,
01-11-2025,karnataka,bangalore,560016,2,0,0,
01-11-2025,karnataka,bangalore,560021,0,1,0,
01-11-2025,karnataka,bangalore,560067,1,0,0,
01-11-2025,karnataka,bangalore,560091,1,0,0,
01-11-2025,karnataka,bangalore,560099,1,0,0,
01-11-2025,karnataka,bangalore,562123,1,0,0,
01-11-2025,karnataka,belgaum,590001,1,0,0,
01-11-2025,karnataka,belgaum,590006,1,0,0,
01-11-2025,karnataka,belgaum,590008,1,0,0,
01-11-2025,karnataka,belgaum,591110,2,0,0,
01-11-2025,karnataka,belgaum,591131,1,0,0,
01-11-2025,karnataka,belgaum,591224,0,1,0,
01-11-2025,karnataka,belgaum,591311,2,0,0,
01-11-2025,karnataka,bellary,583123,1,0,0,
01-11-2025,karnataka,bengaluru,560029,1,0,0,
01-11-2025,karnataka,bengaluru,560035,1,3,1,
01-11-2025,karnataka,bengaluru,560037,0,1,0,
01-11-2025,karnataka,bengaluru,560061,1,0,0,
01-11-2025,karnataka,bengaluru,560067,3,1,3,
01-11-2025,karnataka,bengaluru,560070,1,0,0,
01-11-2025,karnataka,bengaluru,560075,0,0,1,
01-11-2025,karnataka,bengaluru,560076,2,1,0,
01-11-2025,karnataka,bengaluru,560093,1,1,0,
01-11-2025,karnataka,bengaluru,562157,0,1,0,
01-11-2025,karnataka,bijapur,586125,2,0,0,
01-11-2025,karnataka,gulbarga,585302,0,1,0,
01-11-2025,karnataka,mysore,570016,0,1,0,
01-11-2025,karnataka,mysore,571315,1,0,0,
01-11-2025,madhya pradesh,east nimar,450337,1,2,0,
01-11-2025,madhya pradesh,east nimar,450551,1,0,0,
01-11-2025,madhya pradesh,east nimar,450991,1,0,0,
01-11-2025,madhya pradesh,hoshangabad,461221,1,0,0,
01-11-2025,madhya pradesh,hoshangabad,461551,1,0,0,
01-11-2025,madhya pradesh,hoshangabad,461771,2,0,0,
01-11-2025,west bengal,barddhaman,713424,1,0,0,
01-11-2025,west bengal,bardhaman,713515,1,0,0,
01-11-2025,west bengal,haora,711113,1,0,0,
01-11-2025,west bengal,north dinajpur,733201,0,1,0,
01-11-2025,west bengal,west midnapore,721101,1,0,0,
01-11-2025,manipur,imphal west,795008,0,1,0,
01-11-2025,meghalaya,east khasi hills,793016,0,1,0,
01-11-2025,meghalaya,east khasi hills,793108,0,1,0,
01-11-2025,meghalaya,east khasi hills,793109,0,1,0,
01-11-2025,meghalaya,east khasi hills,793111,0,1,0,
01-11-2025,meghalaya,south garo hills,794107,0,1,0,
01-11-2025,meghalaya,south west garo hills,794106,2,2,0,
01-11-2025,meghalaya,south west khasi hills,793119,3,3,0,
01-11-2025,odisha,baleswar,756059,2,0,0,
01-11-2025,puducherry,pondicherry,605007,1,1,0,
01-11-2025,telangana,k.v. rangareddy,500032,1,0,1,
01-11-2025,telangana,k.v. rangareddy,500037,2,0,0,
01-11-2025,telangana,k.v. rangareddy,500055,1,0,0,
01-11-2025,telangana,k.v. rangareddy,500077,2,0,0,
01-11-2025,telangana,k.v. rangareddy,500079,3,1,0,
01-11-2025,telangana,k.v. rangareddy,500081,1,0,0,
01-11-2025,telangana,k.v. rangareddy,501101,0,1,0,
01-11-2025,telangana,k.v. rangareddy,501143,1,0,0,
01-11-2025,telangana,k.v. rangareddy,501203,5,0,0,
01-11-2025,telangana,k.v. rangareddy,501301,2,0,0,
01-11-2025,telangana,k.v. rangareddy,501359,1,1,0,
01-11-2025,telangana,k.v. rangareddy,501501,1,0,0,
01-11-2025,telangana,k.v. rangareddy,501503,2,2,0,
01-11-2025,telangana,k.v. rangareddy,501506,3,0,0,
01-11-2025,telangana,k.v. rangareddy,509216,4,2,0,
01-11-2025,telangana,k.v. rangareddy,509217,2,0,0,
01-11-2025,telangana,k.v. rangareddy,509228,1,1,0,
01-11-2025,uttar pradesh,allahabad,212507,1,1,0,
01-11-2025,uttar pradesh,allahabad,221507,1,1,0,
01-11-2025,west bengal,barddhaman,713143,1,0,0,
01-11-2025,west bengal,barddhaman,713333,1,0,0,
01-11-2025,west bengal,barddhaman,713339,1,0,0,
01-11-2025,west bengal,barddhaman,713358,0,1,0,
01-11-2025,west bengal,barddhaman,713404,0,1,0,
01-11-2025,west bengal,barddhaman,713405,1,1,0,
01-11-2025,west bengal,barddhaman,713515,1,1,0,
01-11-2025,west bengal,haora,711322,0,1,0,
01-11-2025,west bengal,haora,711414,0,1,0,
01-11-2025,west bengal,north dinajpur,733128,1,0,0,
01-11-2025,andhra pradesh,adilabad,504208,1,0,0,
01-11-2025,andhra pradesh,cuddapah,516127,1,0,0,
01-11-2025,andhra pradesh,cuddapah,516227,1,0,0,
01-11-2025,andhra pradesh,cuddapah,516444,1,0,0,
01-11-2025,andhra pradesh,cuddapah,516504,2,0,0,
01-11-2025,andhra pradesh,hyderabad,500017,1,0,0,
01-11-2025,andhra pradesh,hyderabad,500033,1,0,0,
01-11-2025,andhra pradesh,hyderabad,500036,1,0,0,
01-11-2025,andhra pradesh,hyderabad,500056,1,0,0,
01-11-2025,andhra pradesh,hyderabad,500080,1,0,0,
01-11-2025,andhra pradesh,karim nagar,505208,1,0,0,
01-11-2025,andhra pradesh,karimnagar,505530,0,1,0,
01-11-2025,andhra pradesh,khammam,507122,1,0,0,
01-11-2025,andhra pradesh,khammam,507201,0,1,0,
01-11-2025,andhra pradesh,nalgonda,508114,0,1,0,
01-11-2025,andhra pradesh,nalgonda,508204,1,0,0,
01-11-2025,andhra pradesh,nalgonda,508210,2,0,0,
01-11-2025,andhra pradesh,nizamabad,503186,0,1,0,
01-11-2025,andhra pradesh,nizamabad,503224,1,0,0,
01-11-2025,andhra pradesh,rangareddi,500008,1,0,0,
01-11-2025,andhra pradesh,rangareddi,501501,1,0,0,
01-11-2025,andhra pradesh,rangareddi,501505,0,1,0,
01-11-2025,andhra pradesh,warangal,506144,1,0,0,
01-11-2025,andhra pradesh,warangal,506163,0,1,0,
01-11-2025,andhra pradesh,warangal,506331,1,0,0,
01-11-2025,assam,karimganj,788152,1,1,0,
01-11-2025,assam,karimganj,788156,0,1,0,
01-11-2025,assam,karimganj,788712,1,0,0,
01-11-2025,assam,karimganj,788723,1,0,0,
01-11-2025,bihar,east champaran,845411,1,1,0,
01-11-2025,bihar,east champaran,845416,0,5,0,
01-11-2025,bihar,east champaran,845434,0,5,0,
01-11-2025,bihar,east champaran,845456,0,2,0,
01-11-2025,bihar,west champaran,845449,0,7,0,
01-11-2025,bihar,west champaran,845450,1,2,0,
01-11-2025,chhattisgarh,baloda bazar,493332,1,0,0,
01-11-2025,chhattisgarh,baloda bazar,493338,3,0,0,
01-11-2025,chhattisgarh,kawardha,491336,1,1,0,
01-11-2025,chhattisgarh,kawardha,491559,2,0,0,
01-11-2025,chhattisgarh,khairagarh chhuikhadan gandai,491881,0,1,0,
01-11-2025,delhi,north east delhi,110053,7,2,0,
01-11-2025,delhi,north west delhi,110042,5,2,1,
01-11-2025,delhi,north west delhi,110083,1,0,0,
01-11-2025,delhi,north west delhi,110088,3,0,0,
01-11-2025,delhi,south west delhi,110037,4,3,0,
01-11-2025,delhi,south west delhi,110071,2,1,0,
01-11-2025,delhi,south west delhi,110073,1,0,0,
01-11-2025,haryana,gurgaon,122004,1,0,0,
01-11-2025,haryana,mewat,122508,15,2,0,
01-11-2025,jharkhand,purbi singhbhum,832110,1,1,0,
01-11-2025,karnataka,bangalore,560023,0,1,0,
01-11-2025,karnataka,bangalore,560077,0,1,0,
01-11-2025,karnataka,bangalore,562106,1,0,0,
01-11-2025,karnataka,belgaum,590014,2,0,0,
01-11-2025,karnataka,belgaum,591109,1,0,0,
01-11-2025,karnataka,belgaum,591119,1,0,0,
01-11-2025,karnataka,belgaum,591122,1,0,0,
01-11-2025,karnataka,belgaum,591302,1,0,0,
01-11-2025,karnataka,belgaum,591306,1,0,0,
01-11-2025,karnataka,belgaum,591309,1,0,0,
01-11-2025,karnataka,bengaluru,560001,1,0,0,
01-11-2025,karnataka,bengaluru,560033,0,0,1,
01-11-2025,karnataka,bengaluru,560053,1,0,0,
01-11-2025,karnataka,bengaluru,560062,1,0,0,
01-11-2025,karnataka,bengaluru,560068,3,1,1,
01-11-2025,karnataka,bengaluru,560084,0,1,0,
01-11-2025,karnataka,bengaluru,560087,2,1,0,
01-11-2025,karnataka,bengaluru,560098,1,1,0,
01-11-2025,karnataka,bengaluru,560100,1,1,0,
01-11-2025,karnataka,bijapur,586116,1,0,0,
01-11-2025,karnataka,bijapur,586123,1,0,0,
01-11-2025,karnataka,bijapur,586213,0,1,0,
01-11-2025,karnataka,gulbarga,585103,1,0,0,
01-11-2025,karnataka,gulbarga,585225,1,0,0,
01-11-2025,karnataka,mysore,570010,2,0,0,
01-11-2025,karnataka,mysore,570019,1,0,0,
01-11-2025,karnataka,ramanagar,562121,1,0,0,
01-11-2025,karnataka,ramanagar,562126,1,0,0,
01-11-2025,karnataka,ramanagar,562138,0,1,0,
01-11-2025,madhya pradesh,east nimar,450771,1,0,0,
01-11-2025,madhya pradesh,hoshangabad,461001,1,0,0,
01-11-2025,madhya pradesh,hoshangabad,461115,1,0,0,
01-11-2025,madhya pradesh,hoshangabad,461661,1,0,0,
01-11-2025,maharashtra,ahmadnagar,413201,1,0,0,
01-11-2025,maharashtra,ahmadnagar,413701,1,0,0,
01-11-2025,maharashtra,ahmadnagar,413703,1,0,0,
01-11-2025,maharashtra,ahmadnagar,414604,1,0,0,
01-11-2025,maharashtra,bid,431515,1,0,0,
01-11-2025,maharashtra,osmanabad,413501,2,0,0,
01-11-2025,maharashtra,osmanabad,413608,1,0,0,
01-11-2025,madhya pradesh,east nimar,450001,1,0,0,
01-11-2025,madhya pradesh,east nimar,450661,0,1,0,
01-11-2025,madhya pradesh,west nimar,451332,1,0,0,
01-11-2025,maharashtra,ahmadnagar,413718,1,0,0,
01-11-2025,maharashtra,ahmadnagar,413725,0,1,0,
01-11-2025,maharashtra,ahmadnagar,414001,1,0,0,
01-11-2025,maharashtra,ahmadnagar,414111,1,1,0,
01-11-2025,maharashtra,ahmadnagar,414502,1,0,0,
01-11-2025,maharashtra,ahmadnagar,414603,2,0,0,
01-11-2025,maharashtra,ahmadnagar,414607,1,0,0,
01-11-2025,maharashtra,ahmadnagar,422611,1,0,0,
01-11-2025,maharashtra,aurangabad,431102,1,0,0,
01-11-2025,maharashtra,aurangabad,431109,3,0,0,
01-11-2025,maharashtra,aurangabad,431120,1,0,0,
01-11-2025,maharashtra,aurangabad,431150,1,0,0,
01-11-2025,meghalaya,east jaintia hills,793160,1,1,1,
01-11-2025,meghalaya,east khasi hills,793001,0,3,0,
01-11-2025,meghalaya,east khasi hills,793008,1,1,0,
01-11-2025,meghalaya,east khasi hills,793021,0,1,0,
01-11-2025,meghalaya,east khasi hills,793113,4,11,0,
01-11-2025,meghalaya,east khasi hills,793121,2,12,0,
01-11-2025,meghalaya,north garo hills,794112,0,1,0,
01-11-2025,meghalaya,south west garo hills,794105,1,2,0,
01-11-2025,meghalaya,west garo hills,794104,16,13,0,
01-11-2025,meghalaya,west garo hills,794109,4,2,0,
01-11-2025,meghalaya,west jaintia hills,793150,8,6,37,
01-11-2025,meghalaya,west jaintia hills,793151,1,10,0,
01-11-2025,odisha,baleshwar,756032,1,0,0,
01-11-2025,odisha,baleshwar,756058,0,1,0,
01-11-2025,odisha,baleswar,756030,1,0,0,
01-11-2025,odisha,baleswar,756048,1,1,0,
01-11-2025,odisha,baleswar,756079,1,0,0,
01-11-2025,puducherry,pondicherry,605004,4,0,0,
01-11-2025,puducherry,pondicherry,605008,2,0,0,
01-11-2025,puducherry,pondicherry,605502,1,0,0,
01-11-2025,punjab,nawanshahr,144517,1,0,0,
01-11-2025,punjab,nawanshahr,144526,1,0,0,
01-11-2025,sikkim,east,737107,0,1,0,
01-11-2025,telangana,k.v. rangareddy,500018,2,0,0,
01-11-2025,telangana,k.v. rangareddy,500035,1,0,0,
01-11-2025,telangana,k.v. rangareddy,500047,0,1,0,
01-11-2025,telangana,k.v. rangareddy,500052,5,0,0,
01-11-2025,telangana,k.v. rangareddy,500075,1,2,0,
01-11-2025,telangana,k.v. rangareddy,500092,2,1,0,
01-11-2025,telangana,k.v. rangareddy,501508,2,1,0,
01-11-2025,telangana,k.v. rangareddy,501509,3,0,0,
01-11-2025,telangana,k.v. rangareddy,509335,3,0,0,
01-11-2025,telangana,k.v. rangareddy,509337,2,1,0,
01-11-2025,telangana,k.v. rangareddy,509408,2,1,0,
01-11-2025,uttar pradesh,allahabad,211003,0,2,0,
01-11-2025,uttar pradesh,allahabad,211011,1,2,0,
01-11-2025,uttar pradesh,allahabad,212503,1,1,0,
01-11-2025,uttar pradesh,allahabad,229412,2,0,0,
01-11-2025,andhra pradesh,adilabad,504215,2,0,0,
01-11-2025,andhra pradesh,adilabad,504293,1,0,0,
01-11-2025,andhra pradesh,cuddapah,516101,5,1,0,
01-11-2025,andhra pradesh,cuddapah,516107,1,0,0,
01-11-2025,andhra pradesh,cuddapah,516172,1,0,0,
01-11-2025,andhra pradesh,cuddapah,516175,2,0,0,
01-11-2025,andhra pradesh,cuddapah,516217,1,0,0,
01-11-2025,andhra pradesh,cuddapah,516259,1,0,0,
01-11-2025,andhra pradesh,cuddapah,516289,1,0,0,
01-11-2025,andhra pradesh,hyderabad,500005,1,0,0,
01-11-2025,andhra pradesh,hyderabad,500008,2,1,0,
01-11-2025,andhra pradesh,hyderabad,500023,2,1,0,
01-11-2025,andhra pradesh,hyderabad,500034,1,0,0,
01-11-2025,andhra pradesh,karimnagar,505462,1,0,0,
01-11-2025,andhra pradesh,khammam,507165,1,0,0,
01-11-2025,andhra pradesh,khammam,507167,1,0,0,
01-11-2025,andhra pradesh,khammam,507306,1,0,0,
01-11-2025,andhra pradesh,mahabub nagar,509210,1,0,0,
01-11-2025,andhra pradesh,mahbubnagar,509203,1,0,0,
01-11-2025,andhra pradesh,mahbubnagar,509204,1,0,0,
01-11-2025,andhra pradesh,nalgonda,508202,1,0,0,
01-11-2025,andhra pradesh,nalgonda,508222,1,0,0,
01-11-2025,andhra pradesh,nalgonda,508233,1,0,0,
01-11-2025,andhra pradesh,nalgonda,508254,1,0,0,
01-11-2025,andhra pradesh,nalgonda,508377,1,0,0,
01-11-2025,andhra pradesh,nizamabad,503207,0,1,0,
01-11-2025,andhra pradesh,rangareddi,500018,2,0,0,
01-11-2025,andhra pradesh,rangareddi,500079,1,0,0,
01-11-2025,andhra pradesh,rangareddi,501359,1,0,0,
01-11-2025,andhra pradesh,rangareddi,509337,1,0,0,
01-11-2025,assam,karimganj,788710,0,1,0,
01-11-2025,bihar,east champaran,845401,0,2,0,
01-11-2025,bihar,east champaran,845406,0,1,0,
01-11-2025,bihar,east champaran,845422,0,1,0,
01-11-2025,bihar,east champaran,845425,0,1,0,
01-11-2025,bihar,east champaran,845431,2,0,0,
01-11-2025,bihar,east champaran,845433,0,4,0,
01-11-2025,bihar,west champaran,845105,0,3,0,
01-11-2025,bihar,west champaran,845459,0,2,0,
01-11-2025,chhattisgarh,baloda bazar,493229,2,0,0,
01-11-2025,chhattisgarh,baloda bazar,493526,8,0,0,
01-11-2025,chhattisgarh,koriya,497778,0,1,0,
01-11-2025,delhi,north west delhi,110034,4,1,1,
01-11-2025,delhi,north west delhi,110035,3,1,0,
01-11-2025,delhi,north west delhi,110036,2,0,1,
01-11-2025,delhi,north west delhi,110052,0,2,0,
